disease,species,module_id,human_gene,ortholog_in_network,degree_in_target
AD,mouse,19,LRRC4C,Lrrc4c,1
AD,mouse,19,SYT1,Syt1,1
AD,mouse,19,ITSN1,Itsn1,2
AD,mouse,19,LDLR,Ldlr,8
AD,mouse,19,RELN,Reln,13
AD,mouse,19,SORL1,Sorl1,11
AD,mouse,19,COX6B1,Cox6b1,1
AD,mouse,20,NCSTN,Ncstn,51
AD,mouse,20,CHCHD3,Chchd3,2
AD,mouse,20,ITPR1,Itpr1,1
AD,mouse,20,VDAC1,Vdac1,2
AD,mouse,20,CASS4,Cass4,4
AD,mouse,20,NDUFA4,Ndufa4,1
AD,mouse,20,PSEN1,Psen1,23
AD,mouse,20,ACTA1,Acta1,1
AD,mouse,20,OCIAD1,Ociad1,1
AD,mouse,20,SLC25A4,Slc25a4,3
AD,mouse,20,NOTCH1,Notch1,2
AD,mouse,20,DES,Des,1
AD,mouse,20,NOS3,Nos3,12
AD,mouse,20,RTN4,Rtn4,1
AD,mouse,20,BNIP3,Bnip3,1
AD,mouse,20,PSMA5,Psma5,1
AD,mouse,20,NEFL,Nefl,3
AD,mouse,20,CDK1,Cdk1,2
AD,mouse,20,UBQLN1,Ubqln1,1
AD,mouse,20,MCL1,Mcl1,3
AD,mouse,20,HIF1A,Hif1a,2
AD,mouse,20,BAK1,Bak1,1
AD,mouse,20,TPP1,Tpp1,6
AD,mouse,20,APOE,Apoe,29
AD,mouse,20,APH1A,Aph1a,4
AD,mouse,20,PSENEN,Psenen,2
AD,mouse,20,NDUFS1,Ndufs1,3
AD,mouse,20,BRCA1,Brca1,1
AD,mouse,20,BAD,Bad,2
AD,mouse,20,NEFH,Nefh,2
AD,mouse,20,PHB2,Phb2,1
AD,mouse,20,VDAC3,Vdac3,1
AD,mouse,20,PSMD2,Psmd2,2
AD,mouse,20,PPID,Ppid,1
AD,mouse,20,CDH1,Cdh1,2
AD,mouse,20,CTNND1,Ctnnd1,3
AD,mouse,20,CALD1,Cald1,1
AD,mouse,20,EEF1A2,Eef1a2,2
AD,mouse,20,RAD9A,Rad9a,1
AD,mouse,20,RPL4,Rpl4,1
AD,mouse,20,NDUFV1,Ndufv1,2
AD,mouse,20,PSEN2,Psen2,10
AD,mouse,20,EPOR,Epor,1
AD,mouse,20,CYC1,Cyc1,3
AD,mouse,20,CPT1A,Cpt1a,1
AD,mouse,20,BCL2L2,Bcl2l2,1
AD,mouse,20,COX4I1,Cox4i1,2
AD,mouse,20,NES,Nes,2
AD,mouse,20,RAB7A,Rab7,3
AD,mouse,20,INA,Ina,2
AD,mouse,20,KRT8,Krt8,1
AD,mouse,20,GFAP,Gfap,4
AD,mouse,20,SH3GLB1,Sh3glb1,1
AD,mouse,20,BAX,Bax,19
AD,mouse,20,BCL2L1,Bcl2l1,2
AD,mouse,20,UQCRC1,Uqcrc1,74
AD,mouse,20,ACTG1,Actg1,5
AD,mouse,20,HERPUD1,Herpud1,2
AD,mouse,20,SLC25A16,Slc25a16,1
AD,mouse,20,LONP1,Lonp1,1
AD,mouse,20,BECN1,Becn1,2
AD,mouse,20,C9,C9,1
AD,mouse,20,GCDH,Gcdh,1
AD,mouse,20,UQCRH,Uqcrh,2
AD,mouse,20,ST13,St13,4
AD,mouse,20,PSMB1,Psmb1,2
AD,mouse,20,TOMM40,Tomm40,4
AD,mouse,20,TGFBR1,Tgfbr1,1
AD,mouse,20,RAB1B,Rab1b,1
AD,mouse,20,NDUFV2,Ndufv2,5
AD,mouse,20,TIMM50,Timm50,1
AD,mouse,20,SNRPD2,Snrpd2,2
AD,mouse,20,USP7,Usp7,12
AD,mouse,20,FHL2,Fhl2,1
AD,mouse,20,UQCRC2,Uqcrc2,1
AD,mouse,20,BCL2,Bcl2,31
AD,mouse,20,CCDC120,Ccdc120,1
AD,mouse,20,PDHA1,Pdha1,1
AD,mouse,20,NDUFS5,Ndufs5,3
AD,mouse,20,DYNC1H1,Dync1h1,1
AD,mouse,21,PAWR,Pawr,2
AD,mouse,21,MBL2,Mbl2,2
AD,mouse,21,RPS5,Rps5,1
AD,mouse,21,ALDOA,Aldoa,2
AD,mouse,21,RPL12,Rpl12,3
AD,mouse,21,DDX3X,Ddx3x,1
AD,mouse,21,NOS1,Nos1,26
AD,mouse,21,WT1,Wt1,3
AD,mouse,21,UCHL1,Uchl1,34
AD,mouse,21,HSPA9,Hspa9,2
AD,mouse,21,ENO1,"Eno1, Eno1b",35
AD,mouse,21,CUL4B,Cul4b,3
AD,mouse,21,ACTC1,Actc1,2
AD,mouse,21,UBB,Ubb,2
AD,mouse,21,ENO2,Eno2,1
AD,mouse,21,SOX2,Sox2,1
AD,mouse,21,LAMC1,Lamc1,1
AD,mouse,21,DDB1,Ddb1,1
AD,mouse,21,ENO3,Eno3,3
AD,mouse,21,NIT2,Nit2,1
AD,mouse,21,PFN1,Pfn1,3
AD,mouse,21,PGK1,Pgk1,2
AD,mouse,21,ETFA,Etfa,3
AD,mouse,21,INPPL1,Inppl1,1
AD,mouse,21,UBA52,Uba52,2
AD,mouse,21,LANCL2,Lancl2,2
AD,mouse,21,TUBA1A,Tuba1a,6
AD,mouse,21,PARK7,Park7,3
AD,mouse,21,HINT1,Hint1,1
AD,mouse,21,PKM,Pkm,2
AD,mouse,21,PPP1R13B,Ppp1r13b,1
AD,mouse,21,GRIA2,Gria2,1
AD,mouse,21,LAMP2,Lamp2,1
AD,mouse,21,PGM2,Pgm2,1
AD,mouse,21,CDC27,Cdc27,1
AD,mouse,21,HNRNPU,Hnrnpu,2
AD,mouse,21,HSPE1,Hspe1,2
AD,mouse,21,TPI1,Tpi1,59
AD,mouse,21,USP11,Usp11,1
AD,mouse,21,CAND1,Cand1,2
AD,mouse,21,U2AF2,U2af2,1
AD,mouse,21,SNTA1,Snta1,2
AD,mouse,21,RPS6,Rps6,1
AD,mouse,21,ABAT,Abat,11
AD,mouse,21,PGAM1,Pgam1,2
AD,mouse,21,AKT2,Akt2,1
AD,mouse,21,TRAP1,Trap1,1
AD,mouse,21,ATXN1,Atxn1,11
AD,mouse,21,SOD2,Sod2,14
AD,mouse,21,PABPN1,Pabpn1,1
AD,mouse,21,GAPDH,Gapdh,62
AD,mouse,21,TP53,Trp53,8
AD,mouse,21,GPI,Gpi1,2
AD,mouse,21,ALDH7A1,Aldh7a1,1
AD,mouse,21,DVL3,Dvl3,2
AD,mouse,21,TKT,Tkt,3
AD,mouse,21,PSMA4,Psma4,2
AD,mouse,21,GSTM3,Gstm5,7
AD,mouse,21,OAT,Oat,3
AD,mouse,21,ASS1,Ass1,1
AD,mouse,21,PSMA3,Psma3,2
AD,mouse,21,MEN1,Men1,1
AD,mouse,21,ANXA5,Anxa5,1
AD,mouse,21,PRDX1,Prdx1,1
AD,mouse,21,EZH2,Ezh2,1
AD,mouse,21,HDAC2,Hdac2,1
AD,mouse,21,SIAH1,Siah1a,1
AD,mouse,21,PRMT1,Prmt1,1
AD,mouse,21,PSMD11,Psmd11,3
AD,mouse,21,DSTN,Dstn,1
AD,mouse,21,NIPSNAP1,Nipsnap1,2
AD,mouse,21,UBE3A,Ube3a,2
AD,mouse,22,COL1A1,Col1a1,1
AD,mouse,22,FN1,Fn1,3
AD,mouse,22,IGF2,Igf2,3
AD,mouse,22,IGFBP5,Igfbp5,1
AD,mouse,22,IGFBP3,Igfbp3,3
AD,mouse,22,RXRA,Rxra,2
AD,yeast,0,GTF2E2,TFA2,3
AD,yeast,0,KCNK5,TOK1,1
AD,yeast,0,MRPL3,MRPL9,1
AD,yeast,0,DNAJB12,HLJ1,1
AD,yeast,0,DCP2,DCP2,3
AD,yeast,0,CELF2,WHI3,7
AD,yeast,0,DDX55,SPB4,4
AD,yeast,0,RPL31,RPL31A,12
AD,yeast,0,NUAK2,"FRK1, KIN1, KIN2, KIN4, KKQ8, NPR1, PTK1, PTK2",6
AD,yeast,0,RPL3L,RPL3,1
AD,yeast,0,KCNAB1,"GCY1, YPR1",1
AD,yeast,0,RPS18,RPS18A,11
AD,yeast,0,DDX54,DBP10,18
AD,yeast,0,SNRNP70,SNP1,1
AD,yeast,0,SENP2,ULP1,5
AD,yeast,0,SLC2A2,"GAL2, HXT1, HXT10, HXT11, HXT13, HXT15, HXT16, HXT17, HXT2, HXT3, HXT4, HXT5, HXT6, HXT7, HXT8, HXT9, MAL11, MAL31, MPH2, MPH3, RGT2, SNF3, VPS73",71
AD,yeast,0,VAC14,VAC14,1
AD,yeast,0,MAK,SLT2,4
AD,yeast,0,CDC20,CDC20,1
AD,yeast,0,DDX10,HCA4,1
AD,yeast,0,TIGD1,PDC2,1
AD,yeast,0,UTP23,UTP23,1
AD,yeast,0,PP2D1,PTC5,1
AD,yeast,0,TSPYL1,"NAP1, VPS75",1
AD,yeast,0,CSNK1G1,"HRR25, YCK1, YCK2",4
AD,yeast,0,TAF6,TAF6,2
AD,yeast,0,UBA5,"TCD1, TCD2",2
AD,yeast,0,MFSD5,"QDR2, SGE1, SIT1, VBA5",2
AD,yeast,0,NAE1,"TCD1, TCD2",2
AD,yeast,0,ZNF622,REI1,1
AD,yeast,1,TNPO2,KAP104,1
AD,yeast,1,EIF2B3,GCD1,1
AD,yeast,1,RRP1,RRP1,1
AD,yeast,1,TIGD6,PDC2,1
AD,yeast,1,EIF2B4,GCD2,1
AD,yeast,1,EXOC5,SEC10,2
AD,yeast,1,EXOC7,EXO70,1
AD,yeast,1,EIF2B2,GCD7,2
AD,yeast,1,WDR13,GID7,5
AD,yeast,1,HSD3B2,GRE2,1
AD,yeast,1,EIF2B5,GCD6,1
AD,yeast,2,GGA2,GGA2,2
AD,yeast,2,TMED2,"EMP24, ERP1",1
AD,yeast,2,BNIP1,SEC20,1
AD,yeast,2,DDOST,WBP1,2
AD,yeast,2,HMOX1,HMX1,8
AD,yeast,2,POLR2A,RPO21,6
AD,yeast,2,PGRMC2,DAP1,24
AD,yeast,2,ATG9A,ATG9,8
AD,yeast,2,PGRMC1,DAP1,24
AD,yeast,2,SNAP91,"YAP1801, YAP1802",57
AD,yeast,2,SEC63,SEC63,3
AD,yeast,2,GGA1,GGA2,2
AD,yeast,2,LDHAL6B,MDH1,4
AD,yeast,2,CLTCL1,CHC1,7
AD,yeast,2,MAP2K7,PBS2,1
AD,yeast,2,HIP1R,SLA2,1
AD,yeast,2,AP2B1,APL6,1
AD,yeast,2,SEC62,SEC62,2
AD,yeast,2,CLTC,CHC1,7
AD,yeast,2,POMT2,PMT2,2
AD,yeast,2,HUWE1,TOM1,15
AD,yeast,2,NUP155,"NUP157, NUP170",17
AD,yeast,2,BMP2K,"ARK1, PRK1",2
AD,yeast,2,MAPK8,SLT2,4
AD,yeast,2,SLC2A7,"GAL2, HXT1, HXT10, HXT11, HXT13, HXT15, HXT16, HXT17, HXT2, HXT3, HXT4, HXT5, HXT6, HXT7, HXT8, HXT9, MAL11, MAL31, MPH2, MPH3, RGT2, SNF3, VPS73",71
AD,yeast,2,POLR2B,RPB2,3
AD,yeast,2,FURIN,PRB1,1
AD,yeast,2,VAPA,SCS2,2
AD,yeast,2,CDC20B,CDC20,1
AD,yeast,2,MPPE1,TED1,1
AD,yeast,2,ATP2A1,"PMA1, PMA2, PMR1",2
AD,yeast,2,SLC30A5,"MMT1, MMT2",15
AD,yeast,2,BPGM,"GPM1, GPM2",9
AD,yeast,2,EEF1A1,GCD11,1
AD,yeast,2,KAT5,ESA1,1
AD,yeast,2,DHCR7,ERG4,3
AD,yeast,2,CDC6,CDC6,3
AD,yeast,2,STT3B,STT3,1
AD,yeast,2,CYP51A1,ERG11,2
AD,yeast,2,HMGCR,"HMG1, HMG2",83
AD,yeast,2,ATP7A,"PMA1, PMA2, PMR1",2
AD,yeast,2,TMEM30A,LEM3,1
AD,yeast,2,SIL1,FES1,2
AD,yeast,2,PICALM,"YAP1801, YAP1802",57
AD,yeast,2,EPS15,EDE1,1
AD,yeast,2,TMEM30B,LEM3,1
AD,yeast,2,ARRDC3,"ALY2, CSR2, ECM21, ROD1",2
AD,yeast,2,FECH,HEM15,1
AD,yeast,2,PPP2R5D,RTS1,3
AD,yeast,2,LDHB,MDH1,4
AD,yeast,2,VAPB,SCS2,2
AD,yeast,2,POR,NCP1,2
AD,yeast,2,PATL1,PAT1,14
AD,yeast,2,RPL19,RPL19B,2
AD,yeast,2,SLC30A6,"MMT1, MMT2",15
AD,yeast,2,FMN2,BNI1,3
AD,yeast,3,GSPT1,GCD11,1
AD,yeast,3,VPS26A,PEP8,1
AD,yeast,3,TTC1,"TOM70, TOM71",4
AD,yeast,3,TWF2,TWF1,1
AD,yeast,3,TXNIP,"ALY2, CSR2, ECM21, ROD1",2
AD,yeast,3,HSPH1,"SSE1, SSE2",219
AD,yeast,3,PIK3C3,VPS34,1
AD,yeast,3,DNAJB6,HLJ1,1
AD,yeast,3,PSMD14,RPN11,20
AD,yeast,3,MAP2K2,MKK2,1
AD,yeast,3,DNAJB8,HLJ1,1
AD,yeast,3,TOMM34,"SGT1, STI1, TOM70, TOM71",9
AD,yeast,3,SH2D1B,"INP52, INP53",38
AD,yeast,3,DNAJB14,HLJ1,1
AD,yeast,3,CTPS1,URA7,3
AD,yeast,3,RPS6KA2,KIN82,1
AD,yeast,3,UBA6,"TCD1, TCD2",2
AD,yeast,3,GSTO2,"CAM1, TEF4",140
AD,yeast,3,UBR1,UBR2,2
AD,yeast,3,HAT1,HAT1,1
AD,yeast,3,YTHDF1,PHO92,5
AD,yeast,3,TUFM,TUF1,2
AD,yeast,3,PC,"PYC1, PYC2",2
AD,yeast,3,SPAG1,"TOM70, TOM71",4
AD,yeast,3,DNAJB5,HLJ1,1
AD,yeast,3,HSPA1L,"LHS1, SSE1, SSE2",219
AD,yeast,3,RMDN1,IPI1,2
AD,yeast,3,PRPF8,PRP8,1
AD,yeast,3,NCAPH,BRN1,1
AD,yeast,3,HSPA1A,"SSE1, SSE2",219
AD,yeast,4,DPYSL2,URA4,44
AD,yeast,4,RUVBL1,RVB1,14
AD,yeast,4,BIN2,"LSB1, PIN3, RVS167",251
AD,yeast,4,ENSA,"IGO1, IGO2",1
AD,yeast,4,DPYSL4,URA4,44
AD,yeast,4,NCAPD3,YCS4,1
AD,yeast,4,CRMP1,URA4,44
AD,yeast,4,DNAJB1,HLJ1,1
AD,yeast,4,RPS25,RPS25A,1
AD,yeast,4,EEF1D,EFB1,5
AD,yeast,4,GSTO1,"CAM1, TEF4",140
AD,yeast,4,PRPS1,"PRS2, PRS3",3
AD,yeast,4,RPS12,RPS12,13
AD,yeast,4,PDP1,PTC5,1
AD,yeast,4,PSMC3,RPT5,13
AD,yeast,4,DPYSL3,URA4,44
AD,yeast,4,KLHDC3,PMD1,1
AD,yeast,4,AMPH,"LSB1, PIN3, RVS167",251
AD,yeast,4,BIN1,"LSB1, PIN3, RVS167",251
AD,yeast,4,EEF2,EFT1,2
AD,yeast,4,DPYS,URA4,44
AD,yeast,4,DPYSL5,URA4,44
AD,yeast,4,ACTB,ACT1,6
AD,yeast,4,CAP1,SRV2,1
AD,yeast,5,HNRNPK,HEK2,19
AD,yeast,5,LZTR1,PMD1,1
AD,yeast,5,WIPF3,LAS17,8
AD,yeast,5,WIPF2,LAS17,8
AD,yeast,5,WIPF1,"LAS17, VRP1",8
AD,yeast,6,CAMKK2,"SAK1, TOS3",1
AD,yeast,6,VPS13A,VPS13,1
AD,yeast,6,CSNK2A1,CKA1,1
AD,yeast,6,ATP6V1A,VMA1,2
AD,yeast,6,EIF4G2,"TIF4631, TIF4632",8
AD,yeast,6,PSMD1,RPN2,1
AD,yeast,6,SLC2A1,"GAL2, HXT1, HXT10, HXT11, HXT13, HXT15, HXT16, HXT17, HXT2, HXT3, HXT4, HXT5, HXT6, HXT7, HXT8, HXT9, MAL11, MAL31, MPH2, MPH3, RGT2, SNF3, VPS73",71
AD,yeast,6,ATP2B3,"PMA1, PMA2, PMR1",2
AD,yeast,6,AAK1,"ARK1, PRK1",2
AD,yeast,6,RMDN3,IPI1,2
AD,yeast,6,ATP2B1,"PMA1, PMA2, PMR1",2
AD,yeast,6,GPS1,PCI8,1
AD,yeast,6,CERS6,LAG1,1
AD,yeast,6,IDH3A,IDH2,5
AD,yeast,6,RPSA,"RPS0A, RPS0B",10
AD,yeast,6,PRDX3,TSA1,6
AD,yeast,6,TOM1L2,GGA2,2
AD,yeast,6,SYNJ1,"INP52, INP53",38
AD,yeast,6,PPEF1,"PPH21, PPH22",3
AD,yeast,6,MAT2A,"SAM1, SAM2",2
AD,yeast,6,PLCB1,PLC1,17
AD,yeast,6,CARNS1,CYB2,1
AD,yeast,6,CYB5R3,PGA3,2
AD,yeast,6,ATP2B4,"PMA1, PMA2",2
AD,yeast,6,PPEF2,"PPH21, PPH22",3
AD,yeast,6,TNPO1,KAP104,1
AD,yeast,6,IPO5,"KAP104, PSE1",2
AD,yeast,6,ATP1A2,"PMA1, PMA2, PMR1",2
AD,yeast,6,ATP1A3,"PMA1, PMA2",2
AD,yeast,6,IDH2,"IDP1, IDP2",2
AD,yeast,6,USO1,USO1,2
AD,yeast,6,IDH1,"IDP1, IDP2",2
AD,yeast,6,DNAJB2,HLJ1,1
AD,yeast,6,EEF1G,"CAM1, TEF4",140
AD,yeast,6,MMS19,MET18,1
AD,yeast,6,AHCY,SAH1,2
AD,yeast,6,GDI1,GDI1,1
AD,yeast,6,MYLK,TDA1,2
AD,yeast,6,ALDH5A1,UGA2,1
AD,yeast,6,INF2,BNI1,3
AD,yeast,6,ATP12A,"PMA1, PMA2, PMR1",2
AD,yeast,6,RAD23B,RAD23,1
AD,yeast,6,LDHA,MDH1,4
AD,yeast,6,TOM1,GGA2,2
AD,yeast,6,VPS13C,VPS13,1
AD,yeast,6,DAPK1,TDA1,2
AD,yeast,6,MYL6,MLC1,1
AD,yeast,6,PSMD6,RPN7,1
AD,yeast,6,MYL6B,MLC1,1
AD,yeast,7,PPP2R2C,CDC55,100
AD,yeast,7,PPP2CB,"PPH21, PPH22",3
AD,yeast,7,ARPP19,"IGO1, IGO2",1
AD,yeast,7,TPT1,TMA19,6
AD,yeast,7,PPP2R2B,CDC55,100
AD,yeast,7,MAPK9,SLT2,4
AD,yeast,7,PSMC2,RPT1,2
AD,yeast,7,CCNI2,"CLB1, CLB3, CLB5, CLN2",1
AD,yeast,7,SGK1,"DBF2, DBF20",1
AD,yeast,7,PPP1CC,PPZ1,1
AD,yeast,7,PPP1CA,PPZ1,1
AD,yeast,7,PPP4C,PPH3,1
AD,yeast,7,PPP2R2D,CDC55,100
AD,yeast,7,CDK3,CDC28,4
AD,yeast,7,ATP6V1H,VMA13,1
AD,yeast,7,PLK1,CDC5,1
AD,yeast,7,G3BP2,BRE5,9
AD,yeast,7,PPP1CB,"PPH21, PPH22",3
AD,yeast,7,CSNK1A1,"YCK1, YCK2",4
AD,yeast,7,RPS14,"RPS14A, RPS14B",16
AD,yeast,7,PPIB,"CPR1, CPR3",6
AD,yeast,7,BRSK1,"FRK1, KIN1, KIN2, KIN4, KKQ8, NPR1, PTK1, PTK2",6
AD,yeast,7,UBA1,"TCD1, TCD2",2
AD,yeast,7,PPP2R1A,TPD3,1
AD,yeast,7,ALDH1L1,"ALD2, ALD3, ALD4, ALD5, ALD6",127
AD,yeast,7,RPS26,RPS26B,1
AD,yeast,7,CCND2,"CLB1, CLB3, CLB5, CLN2",1
AD,yeast,7,COG6,COG6,1
AD,yeast,7,MAPK11,SLT2,4
AD,yeast,7,PPP4R1,TPD3,1
AD,yeast,7,MAPK13,"HOG1, SLT2",6
AD,yeast,7,CCT4,CCT4,1
AD,yeast,7,CCT8,CCT8,2
AD,yeast,7,CCND3,"CLB1, CLB3, CLB5, CLN2",1
AD,yeast,7,YWHAE,BMH2,3
AD,yeast,7,CCT5,CCT5,1
AD,yeast,7,CCND1,"CLB1, CLB3, CLB5, CLN2",1
AD,yeast,7,PPP2CA,"PPH21, PPH22",3
AD,yeast,7,PPP2R1B,TPD3,1
AD,yeast,7,CCNA2,"CLB1, CLB3, CLB5, CLN2",1
AD,yeast,7,TCP1,TCP1,1
AD,yeast,7,YWHAG,BMH2,3
AD,yeast,7,CNPPD1,"PCL1, PCL2, PCL6, PCL9",2
AD,yeast,7,CCT3,CCT3,2
AD,yeast,7,CDK9,SGV1,3
AD,yeast,7,CSNK1D,"YCK1, YCK2",4
AD,yeast,7,CCNE1,"CLB1, CLB3, CLB5, CLN2",1
AD,yeast,7,CSNK1E,"YCK1, YCK2",4
AD,yeast,7,CCNI,"CLB1, CLB3, CLB5, CLN2",1
AD,yeast,7,YWHAH,BMH2,3
AD,yeast,7,FBXO42,PMD1,1
AD,yeast,8,PPM1B,PTC5,1
AD,yeast,8,POLR2D,RPB4,1
AD,yeast,8,MNAT1,TFB3,1
AD,yeast,8,PGK2,PGK1,7
AD,yeast,8,KDM5A,JHD2,15
AD,yeast,8,SRPK2,SLT2,4
AD,yeast,8,RAD50,RAD50,1
AD,yeast,8,OTUD4,OTU2,1
AD,yeast,8,WDR18,IPI3,1
AD,yeast,8,SRPK1,SLT2,4
AD,yeast,8,RPS15A,RPS22A,12
AD,yeast,8,G3BP1,BRE5,9
AD,yeast,8,RPL7,RPL7A,1
AD,yeast,8,PPP2R5A,RTS1,3
AD,yeast,8,NOC3L,NOC3,1
AD,yeast,8,POLR2C,RPB3,7
AD,yeast,8,PIN1,ESS1,2
AD,yeast,8,RAN,GSP1,4
AD,yeast,8,POLR2I,RPB9,1
AD,yeast,8,XRN2,RAT1,1
AD,yeast,8,FKBPL,FPR3,1
AD,yeast,8,RPLP0,RPP0,2
AD,yeast,8,KDM4B,JHD2,15
AD,yeast,8,TRRAP,TRA1,2
AD,yeast,8,DRG1,RBG1,1
AD,yeast,8,LPIN1,PAH1,1
AD,yeast,8,NOC2L,NOC2,1
AD,yeast,8,TAF9B,TAF9,3
AD,yeast,8,BYSL,ENP1,1
AD,yeast,8,EIF5A,HYP2,2
AD,yeast,8,HIRA,"HIR1, HIR2",1
AD,yeast,8,EIF3B,PRT1,3
AD,yeast,8,SRP54,SRP54,4
AD,yeast,8,SIRT1,SIR2,1
AD,yeast,8,TAF2,TAF2,1
AD,yeast,8,EIF6,TIF6,1
AD,yeast,8,MAP2K1,MKK2,1
AD,yeast,8,CARM1,HMT1,3
AD,yeast,8,UNC45A,"SGT1, TOM70, TOM71",4
AD,yeast,8,RRP12,RRP12,1
AD,yeast,8,SUPT6H,SPT6,1
AD,yeast,8,HSP90AA1,"HSC82, HSP82",33
AD,yeast,8,NGDN,LCP5,1
AD,yeast,8,HSPA4,"SSE1, SSE2",219
AD,yeast,8,PRPF19,PRP19,2
AD,yeast,8,ASH2L,BRE2,1
AD,yeast,8,SCYL2,SCY1,1
AD,yeast,8,DHX58,YRF1-1,1
AD,yeast,8,KDM5B,JHD2,15
AD,yeast,9,SLC2A4,"GAL2, HXT1, HXT10, HXT11, HXT13, HXT15, HXT16, HXT17, HXT2, HXT3, HXT4, HXT5, HXT6, HXT7, HXT8, HXT9, MAL11, MAL31, MPH2, MPH3, RGT2, SNF3, VPS73",71
AD,yeast,9,FAF1,UBX3,1
AD,yeast,9,MCM10,MCM10,1
AD,yeast,9,GPD1L,"GPD1, GPD2",2
AD,yeast,9,MTG2,MTG2,1
AD,yeast,9,COPS2,RPN6,1
AD,yeast,10,CDC45,CDC45,1
AD,yeast,10,SIK1,"FRK1, KIN1, KIN2, KIN4, KKQ8, NPR1, PTK1, PTK2",6
AD,yeast,10,ORC2,ORC2,1
AD,yeast,10,VRK1,"HRR25, YCK1, YCK2",4
AD,yeast,10,MAPK7,SLT2,4
AD,yeast,10,MYBL2,REB1,2
AD,yeast,10,ORC1,"ORC1, SIR3",5
AD,yeast,10,ESCO2,ECO1,1
AD,yeast,10,EIF2S2,SUI3,1
AD,yeast,10,EIF2S1,SUI2,118
AD,yeast,10,CDC7,CDC7,1
AD,yeast,10,CERS2,LAG1,1
AD,yeast,10,PRPS2,"PRS2, PRS3",3
AD,yeast,10,MCM7,MCM7,3
AD,yeast,10,POLA1,POL1,3
AD,yeast,10,LAS1L,LAS1,1
AD,yeast,10,GINS3,PSF3,1
AD,yeast,10,SYVN1,HRD1,5
AD,yeast,10,XRN1,XRN1,336
AD,yeast,10,CCNF,"CLB1, CLB3, CLB5, CLN2",1
AD,yeast,10,POLA2,POL12,1
AD,yeast,10,ZFP36,TIS11,1
AD,yeast,10,SUPT16H,SPT16,4
AD,yeast,10,RPL7L1,RPL7A,1
AD,yeast,10,UPF1,NAM7,3
AD,yeast,10,NCAPD2,YCS4,1
AD,yeast,10,TIMELESS,TOF1,2
AD,yeast,10,LSM4,LSM4,1
AD,yeast,10,RSF1,ESA1,1
AD,yeast,10,EXOSC10,RRP6,8
AD,yeast,10,POLE,POL2,3
AD,yeast,10,DBF4,DBF4,2
AD,yeast,10,BUB1B,BUB1,1
AD,yeast,10,RFC2,RFC4,1
AD,yeast,10,ORC5,ORC5,1
AD,yeast,10,NVL,RIX7,1
AD,yeast,10,NAT10,KRE33,1
AD,yeast,10,ATAD2,YTA7,2
AD,yeast,10,MCM6,MCM6,5
AD,yeast,10,EIF2S3,GCD11,1
AD,yeast,10,IPO4,KAP123,5
AD,yeast,10,SENP3,ULP1,5
AD,yeast,10,ARPC2,ARC35,1
AD,yeast,10,SUPT5H,SPT5,2
AD,yeast,10,MCM4,MCM4,3
AD,yeast,10,SURF4,ERV29,3
AD,yeast,10,GINS4,SLD5,1
AD,yeast,10,ORC4,ORC4,2
AD,yeast,10,RPA1,RFA1,2
AD,yeast,10,RRP1B,RRP1,1
AD,yeast,10,MCM2,MCM2,153
AD,yeast,10,MCM3,MCM3,2
AD,yeast,10,TRIP12,UFD4,2
AD,yeast,10,MCM5,MCM5,2
AD,yeast,10,MAD2L2,MAD2,2
AD,yeast,10,ERCC6,RAD26,2
AD,yeast,11,PTGES3,SBA1,2
AD,yeast,11,GK,GUT1,1
AD,yeast,11,CCT2,CCT2,1
AD,yeast,11,LSM14B,SCD6,4
AD,yeast,11,TAB1,PTC5,1
AD,yeast,11,GUF1,GUF1,1
AD,yeast,12,STK38,CBK1,2
AD,yeast,12,LSM5,LSM5,1
AD,yeast,13,NMD3,NMD3,1
AD,yeast,13,RPS11,RPS11B,1
AD,yeast,13,UBXN2B,SHP1,2
AD,yeast,13,ANKZF1,VMS1,1
AD,yeast,13,KPNB1,KAP95,1
AD,yeast,13,AKR1B1,"GCY1, YPR1",1
AD,yeast,13,SIRT2,HST2,5
AD,yeast,13,DMXL2,RAV1,1
AD,yeast,13,SIK2,"FRK1, KIN1, KIN2, KIN4, KKQ8, NPR1, PTK1, PTK2",6
AD,yeast,13,RPS8,RPS8A,6
AD,yeast,13,EIF2AK3,GCN2,3
AD,yeast,13,TAP1,"MDL1, MDL2",19
AD,yeast,13,GSTZ1,"CAM1, TEF4",140
AD,yeast,13,UBE2G2,UBC7,1
AD,yeast,13,RPS13,RPS13,8
AD,yeast,13,TAP2,"MDL1, MDL2",19
AD,yeast,13,PSMC4,RPT3,1
AD,yeast,13,NPLOC4,NPL4,1
AD,yeast,13,PSMA2,PRE8,6
AD,yeast,13,GINS1,PSF1,1
AD,yeast,13,UBXN2A,SHP1,2
AD,yeast,13,CRYZL1,"ADH1, ADH2, ADH3",3
AD,yeast,13,BRSK2,"FRK1, GIN4, KCC4, KIN1, KIN2, KIN4, KKQ8, NPR1, PTK1, PTK2",6
AD,yeast,13,RPL18A,RPL20A,1
AD,yeast,13,INSIG1,NSG1,2
AD,yeast,13,PSMD4,RPN10,14
AD,yeast,13,RPL24,RPL24A,1
AD,yeast,13,RPS3,RPS3,16
AD,yeast,13,PLAA,DOA1,1
AD,yeast,13,INSIG2,NSG1,2
AD,yeast,13,PSMA1,PRE5,1
