disease,species,module_id,human_gene,ortholog_in_network,degree_in_target
PD,yeast,21,ATP6V0D1,VMA6,1
PD,yeast,21,PPP3CA,PPH22,1
PD,yeast,21,PSMC4,RPT3,2
PD,yeast,21,ATAD1,SAP1,1
PD,yeast,21,ALDH1L1,"ALD2, ALD3, ALD4, ALD5, ALD6",127
PD,yeast,21,YOD1,OTU1,1
PD,yeast,21,MAPRE1,BIM1,1
PD,yeast,21,MAPK11,"KDX1, SLT2",211
PD,yeast,21,MAPK13,"HOG1, KDX1, SKY1, SLT2",211
PD,yeast,21,EIF2S3,GCD11,1
PD,yeast,21,PSMC3,RPT5,10
PD,yeast,21,PDHB,PDB1,2
PD,yeast,21,NAPB,SEC17,1
PD,yeast,21,PPP2CA,PPH22,1
PD,yeast,21,GPI,PGI1,5
PD,yeast,21,ACTG1,ACT1,3
PD,yeast,21,PIN1,ESS1,2
PD,yeast,21,XRN1,XRN1,7
PD,yeast,21,AATF,BFR2,1
PD,yeast,21,CSNK1D,"YCK1, YCK2, YCK3",4
PD,yeast,21,GNPNAT1,GNA1,1
PD,yeast,21,MCM5,MCM5,1
PD,yeast,21,CAP1,SRV2,1
PD,yeast,22,RMDN1,IPI1,2
PD,yeast,22,PGRMC1,DAP1,2
PD,yeast,22,FECH,HEM15,1
PD,yeast,22,POR,NCP1,2
PD,fly,0,A2M,"Tep2, Tep3, Tep4",17
PD,fly,0,PZP,"Tep2, Tep3, Tep4",17
PD,fly,0,CFTR,MRP,1
PD,fly,1,ATP2B2,SPoCk,12
PD,fly,1,CCNB1,"CycA, CycB, CycD, CycE",1
PD,fly,1,YWHAE,14-3-3epsilon,2
PD,fly,1,MAOB,"CG10561, CG5653, CG6034, CG7737, CG8032",47
PD,fly,1,ATP2A2,SPoCk,12
PD,fly,1,PHACTR2,CG32264,25
PD,fly,1,SMN1,Smn,2
PD,fly,1,UCHL1,Uch,68
PD,fly,1,UBB,CG11700,2
PD,fly,1,VCP,TER94,2
PD,fly,1,MAOA,"CG10561, CG5653, CG6034, CG7737, CG8032",47
PD,fly,1,AGO2,AGO1,3
PD,fly,1,YWHAG,14-3-3epsilon,2
PD,fly,1,EIF4EBP1,Thor,1
PD,fly,1,SERBP1,vig2,3
PD,fly,1,CDK5,Cdk5,1
PD,fly,1,COPS5,CSN5,1
PD,fly,1,TPM1,Tm2,1
PD,fly,1,YWHAH,14-3-3epsilon,2
PD,fly,2,MBD3L2,MBD-like,2
PD,fly,2,TPT1,Tctp,1
PD,fly,2,NR2C1,"Hr78, usp",3
PD,fly,2,DDC,Ddc,1
PD,fly,2,SLC3A2,Amyrel,1
PD,fly,2,RPA4,RPA2,2
PD,fly,2,CBX1,Su(var)205,1
PD,fly,2,MNAT1,Mat1,1
PD,fly,2,HIPK2,mnb,5
PD,fly,2,CUL4A,Cul4,1
PD,fly,2,STARD7,CG6565,1
PD,fly,2,SMARCB1,Snr1,1
PD,fly,2,OVOL2,hb,1
PD,fly,2,REST,hb,1
PD,fly,2,CASP7,Dcp-1,4
PD,fly,2,CCND1,"CycA, CycB, CycD, CycE",1
PD,fly,2,RFC3,RfC38,1
PD,fly,2,CCNH,CycH,1
PD,fly,2,CETN2,CG13526,1
PD,fly,2,RFC1,Gnf1,30
PD,fly,2,XRCC5,Ku80,1
PD,fly,2,NFAT5,NFAT,1
PD,fly,2,PCNA,PCNA,5
PD,fly,2,RPL7L1,RpL7,4
PD,fly,2,SSRP1,Hmg-2,1
PD,fly,2,MBD3L1,MBD-like,2
PD,fly,2,KAT8,CG1894,2
PD,fly,2,RFC5,RfC3,1
PD,fly,2,HIF1A,sima,4
PD,fly,2,MTA3,MTA1-like,12
PD,fly,2,BUB1B,BubR1,1
PD,fly,2,RFC2,RfC4,1
PD,fly,2,DDIT4,"chrb, scyl",6
PD,fly,2,GSK3B,sgg,1
PD,fly,2,SENP3,Ulp1,1
PD,fly,2,MTA1,MTA1-like,12
PD,fly,2,SUPT5H,Spt5,1
PD,fly,2,MBD3,MBD-like,2
PD,fly,2,XRCC6,"EndoGI, Irbp",3
PD,fly,2,SURF4,Surf4,1
PD,fly,2,RFC4,CG8142,1
PD,fly,2,MAFG,maf-S,1
PD,fly,2,MBD2,MBD-like,2
PD,fly,3,QKI,"qkr58E-1, qkr58E-2",1
PD,fly,3,FDPS,Fpps,1
PD,fly,3,ABCG2,CG31121,2
PD,fly,3,TUBB4B,betaTub56D,1
PD,fly,3,ZSCAN32,hb,1
PD,fly,3,OGT,sxc,1
PD,fly,3,RNF34,CG17019,1
PD,fly,3,PIK3C2A,Pi3K92E,4
PD,fly,3,HBA2,glob1,14
PD,fly,3,ZNF488,CG13287,1
PD,fly,3,PACSIN3,Synd,2
PD,fly,3,CD207,"CG14866, lectin-33A, lectin-46Ca",1
PD,fly,3,MAD2L1,mad2,1
PD,fly,3,HBB,glob1,14
PD,fly,3,CCNI2,"CycA, CycB, CycD, CycE",1
PD,fly,3,AQP2,Drip,1
PD,fly,3,BAG5,stv,18
PD,fly,3,HSPA2,Hsc70-4,2
PD,fly,3,DYNLL1,"Cdlc2, ctp",1
PD,fly,3,PHGDH,CG6287,1
PD,fly,3,RAD21,vtd,1
PD,fly,3,VANGL2,Vang,1
PD,fly,3,PPA1,Nurf-38,1
PD,fly,4,SETDB1,trr,1
PD,fly,4,VDAC1,porin,2
PD,fly,4,IRS4,chico,1
PD,fly,4,ARNT,Met,1
PD,fly,4,LSM14B,tral,1
PD,fly,4,TOMM20,Tom20,15
PD,fly,4,C4A,"Tep2, Tep3, Tep4",17
PD,fly,4,NR2F2,"Hr78, usp",3
PD,fly,4,HSD17B10,scu,6
PD,fly,4,PINK1,Pink1,15
PD,fly,4,MAPK4,SRPK,3
PD,fly,4,NF2,Mer,2
PD,fly,4,HTRA2,HtrA2,7
PD,fly,4,CLUH,clu,2
PD,fly,4,KMT2D,trr,1
PD,fly,4,WEE1,Wee1,15
PD,fly,4,PDPK1,Pdk1,3
PD,fly,4,HSP90AA1,Hsp83,2
PD,fly,4,OPA1,Opa1,2
PD,fly,4,CASP3,Dcp-1,4
PD,fly,4,TSC1,Tsc1,3
PD,fly,4,IWS1,Cp190,1
PD,fly,4,PGAM5,Pgam5,2
PD,fly,4,RB1,Rbf,1
PD,fly,5,SPATA2,tamo,2
PD,fly,5,MPP1,vari,1
PD,fly,5,GK,CG8298,1
PD,fly,5,PRMT2,Art8,1
PD,fly,5,SIAH2,sina,1
PD,fly,5,HMOX1,Ho,17
PD,fly,5,SH3GL3,EndoA,2
PD,fly,5,SQSTM1,ref(2)P,2
PD,fly,5,HTT,htt,5
PD,fly,5,PACSIN1,Synd,2
PD,fly,6,CS,kdn,1
PD,fly,6,SDHB,SdhB,1
PD,fly,6,MDH2,Mdh2,5
PD,fly,6,TSPYL6,Nap1,1
PD,fly,7,SMARCA2,brm,1
PD,fly,7,CREB3L3,"Atf6, CrebB",25
PD,fly,7,MED12,kto,1
PD,fly,7,NR5A2,ftz-f1,3
PD,fly,7,MED14,MED14,1
PD,fly,7,RXRB,"Hr78, usp",3
PD,fly,7,NCOA1,tai,1
PD,fly,7,SRPK2,"SRPK, nmo",15
PD,fly,7,VDR,"EcR, Hr96",88
PD,fly,7,NRF1,ewg,1
PD,fly,7,PSMC5,Rpt6,1
PD,fly,7,NR4A2,Hr38,8
PD,fly,7,NCOA3,tai,1
PD,fly,7,ESRRA,ERR,22
PD,fly,7,COPS2,alien,1
PD,fly,7,RXRG,"Hr78, usp",3
PD,fly,7,RBM6,CG4896,1
PD,fly,7,RXRA,"Hr78, usp",3
PD,fly,7,NR3C1,ERR,22
PD,fly,7,NR1H4,Hr96,6
PD,fly,7,MED1,MED1,1
PD,fly,7,CCND3,"CycA, CycB, CycD, CycE",1
PD,fly,7,ESR2,ERR,22
PD,fly,7,HNF4A,"Hr78, usp",3
PD,fly,7,MED13,skd,2
PD,fly,7,ESRRG,ERR,22
PD,fly,7,GNB1,Gbeta13F,1
PD,fly,7,PPARGC1A,srl,2
PD,fly,7,EWSR1,caz,1
PD,fly,7,NR1I2,"EcR, Hr96",88
PD,fly,7,THRB,Hr96,6
PD,fly,7,CREBBP,nej,2
PD,fly,7,PPARG,"EcR, Hr96",88
PD,fly,7,NCOA2,tai,1
PD,fly,7,NR1I3,Hr96,6
PD,fly,8,RPS11,RpS11,3
PD,fly,8,RPL6,RpL6,100
PD,fly,8,RPL14,RpL14,116
PD,fly,8,RPL18,RpL18,3
PD,fly,8,RPL17,RpL17,3
PD,fly,8,RPL13A,RpL13A,3
PD,fly,8,RPS29,RpS29,3
PD,fly,8,RPS7,RpS7,3
PD,fly,8,RPS8,RpS8,124
PD,fly,8,RPSA,sta,3
PD,fly,8,RPS14,"RpS14a, RpS14b",4
PD,fly,8,RPS25,RpS25,4
PD,fly,8,RPL27,RpL27,3
PD,fly,8,RPS15A,RpS15Aa,3
PD,fly,8,RPS12,RpS12,3
PD,fly,8,RPL7,RpL7,4
PD,fly,8,RPL31,RpL31,3
PD,fly,8,RPL35,RpL35,3
PD,fly,8,RPS6KB2,S6k,1
PD,fly,8,RPS26,RpS26,3
PD,fly,8,RPL9,RpL9,3
PD,fly,8,RPL4,RpL4,3
PD,fly,8,RPL3L,RpL3,3
PD,fly,8,RPS6,RpS6,3
PD,fly,8,RPL29,RpL29,3
PD,fly,8,RECQL4,RecQ4,1
PD,fly,8,RPL23,RpL23,3
PD,fly,8,RPL24,RpL24,3
PD,fly,8,NPM3,Nlp,4
PD,fly,8,RSL1D1,RpL7A,3
PD,fly,8,RPL26,RpL26,3
PD,fly,8,RPS18,RpS18,3
PD,fly,8,RPL5,RpL5,3
PD,fly,8,TARBP2,"Zn72D, blanks, loqs",40
PD,fly,8,RPL35A,RpL35A,3
PD,fly,8,EIF2AK2,Wee1,15
PD,fly,8,CCNF,"CycB, CycD, CycE",1
PD,fly,8,RPS15,RpS15,3
PD,fly,8,RPL13,RpL13,3
PD,fly,8,RPLP0,RpLP0,3
PD,fly,8,RPS28,RpS28b,3
PD,fly,8,RPL15,RpL15,3
PD,fly,8,RPS3A,RpS3A,3
PD,fly,8,RPLP2,RpLP2,3
PD,fly,8,RPS9,RpS9,3
PD,fly,8,RPL10,RpL10,3
PD,fly,8,RPS5,RpS5a,3
PD,fly,8,RPL12,RpL12,3
PD,fly,8,RPL7A,RpL7A,3
PD,fly,8,ANLN,"CG30183, scra",1
PD,fly,8,RPL30,RpL30,3
PD,fly,8,RPS4X,RpS4,3
PD,fly,8,ILF3,"Zn72D, blanks, loqs",40
PD,fly,8,RPL38,RpL38,3
PD,fly,8,SRP68,Srp68,2
PD,fly,8,RPS24,RpS24,3
PD,fly,8,STAU1,"Zn72D, blanks, loqs",40
PD,fly,8,RPS13,RpS13,3
PD,fly,8,RPL28,RpL28,3
PD,fly,8,RPS16,RpS16,4
PD,fly,8,RPL11,RpL11,3
PD,fly,8,STAU2,"Zn72D, blanks, loqs",40
PD,fly,8,RPL10A,RpL10Ab,3
PD,fly,8,RPS21,RpS21,3
PD,fly,8,NPM1,Nlp,4
PD,fly,8,RPL10L,RpL10,3
PD,fly,8,ADAR,blanks,15
PD,fly,8,RPL8,RpL8,3
PD,fly,8,RPL18A,RpL18A,4
PD,fly,8,PTEN,Pten,3
PD,fly,8,PRKRA,"Zn72D, blanks, loqs",40
PD,fly,8,RPS17,RpS17,3
PD,fly,8,RPL27A,RpL27A,3
PD,fly,8,TP53,p53,1
PD,fly,8,RPS23,RpS23,3
PD,fly,8,RPS20,RpS20,3
PD,fly,8,RPS3,RpS3,4
PD,fly,8,CCNA2,"CycB, CycD, CycE",1
PD,fly,8,RPS2,RpS2,3
PD,fly,8,RPL19,RpL19,3
PD,fly,8,RPL3,RpL3,3
PD,fly,8,DICER1,Dcr-1,1
PD,fly,8,RPLP1,RpLP1,3
PD,fly,8,RPL21,RpL21,3
PD,fly,8,RPL26L1,RpL26,3
PD,fly,8,ZNF770,hb,1
PD,fly,9,MAPK6,SRPK,3
PD,fly,9,GSTO2,"Clic, GstD1, GstD10, GstD2, GstD3, GstD4, GstD5, GstD6, GstD7, GstD8, GstD9, GstE1, GstE10, GstE11, GstE12, GstE13, GstE3, GstE5, GstE6, GstE7, GstE8, GstO1, GstO2, GstO3, GstT1, GstT2, GstT3, se",63
PD,fly,9,MAP2K1,Dsor1,2
PD,fly,9,VPS26B,Vps26,2
PD,fly,9,TES,Tes,1
PD,fly,9,VPS29,Vps29,1
PD,fly,9,HPCAL1,CG5890,1
PD,fly,9,CTNNBL1,CG11964,1
PD,fly,9,PAK1,Pak,1
PD,fly,9,SNX3,Snx3,1
PD,fly,9,ANKFY1,CG41099,1
PD,fly,9,HDLBP,Dp1,2
PD,fly,9,HPCAL4,CG5890,1
PD,fly,9,VPS35,Vps35,17
PD,fly,9,PAK2,Pak,1
PD,fly,9,EP300,nej,2
PD,fly,10,TAGLN2,"Chd64, Mp20",6
PD,fly,10,HSPA9,Hsc70-5,25
PD,fly,10,ENO1,Eno,95
PD,fly,10,ENO2,Eno,95
PD,fly,10,ENO3,Eno,95
PD,fly,10,TP73,p53,1
PD,fly,10,HEXB,Hexo1,1
PD,fly,10,PGK1,Pgk,2
PD,fly,10,HSPB1,CG14207,1
PD,fly,10,GSTO1,"Clic, GstD1, GstD10, GstD2, GstD3, GstD4, GstD5, GstD6, GstD7, GstD8, GstD9, GstE1, GstE10, GstE11, GstE12, GstE13, GstE3, GstE5, GstE6, GstE7, GstE8, GstT1, GstT2, GstT3",38
PD,fly,10,PARK7,dj-1beta,7
PD,fly,10,ARHGDIA,RhoGDI,6
PD,fly,10,BAG3,stv,18
PD,fly,10,SSBP1,mtSSB,2
PD,fly,10,HSPE1,CG11267,1
PD,fly,10,ATP2B4,PMCA,1
PD,fly,10,HSPD1,Hsp60B,1
PD,fly,10,COPS4,CSN4,1
PD,fly,10,DNLZ,"CG12379, CG8206",1
PD,fly,10,PGAM1,Pglym78,1
PD,fly,10,SOD2,Sod2,8
PD,fly,10,HIPK1,mnb,5
PD,fly,10,MTA2,MTA1-like,12
PD,fly,10,TRAF6,Traf6,1
PD,fly,10,MAPK8,"SRPK, nmo",15
PD,fly,10,ALDH2,Aldh,17
PD,fly,10,HNRNPL,sm,1
PD,fly,10,TPM3,Tm2,1
PD,fly,10,PDIA3,Pdi,4
PD,fly,10,PSMA6,Prosalpha1,3
PD,fly,10,DSTN,tsr,1
PD,fly,10,EYA2,eya,1
PD,fly,11,EN1,"en, inv",21
PD,fly,11,TLE3,gro,2
PD,fly,12,TPD52L2,CG5174,2
PD,fly,12,DYRK1A,mnb,5
PD,fly,12,ARRB1,krz,1
PD,fly,12,UBE2I,lwr,4
PD,fly,12,ARRB2,krz,1
PD,fly,12,NCS1,CG5890,1
PD,fly,12,TXN2,CG8993,2
PD,fly,13,TNK2,Ack,13
PD,fly,13,BAG2,CG7945,1
PD,fly,13,AR,ERR,22
PD,fly,13,NCK1,dock,1
PD,fly,13,GAK,aux,3
PD,fly,13,GRB2,drk,2
PD,fly,13,NR4A1,Hr38,8
PD,fly,13,CLTC,Chc,1
PD,fly,13,SCAMP1,Scamp,1
PD,fly,13,SH3KBP1,cindr,1
PD,fly,13,GRK6,Gprk2,9
PD,fly,13,AMPH,Amph,1
PD,fly,13,DDB1,pic,1
PD,fly,13,PIK3R2,Pi3K21B,4
PD,fly,13,SYNJ1,"CG6805, CG9784, Synj",20
PD,fly,13,SH2D1A,"CG6805, CG9784, Synj",20
PD,fly,13,KCNIP3,CG5890,1
PD,fly,13,GRK4,Gprk2,9
PD,fly,13,DNAJC13,Rme-8,9
PD,fly,13,HSP90AB1,Hsp83,2
PD,fly,13,ITSN1,Dap160,1
PD,fly,13,BAG4,stv,18
PD,fly,13,PIK3R3,Pi3K21B,4
PD,fly,13,CCNG1,"CycA, CycB, CycD, CycE",1
PD,fly,13,NCK2,dock,1
PD,fly,14,RANBP1,Nup358,1
PD,fly,14,ANXA1,AnxB9,1
PD,fly,14,PALLD,bt,1
PD,fly,14,NUP98,Nup98-96,1
PD,fly,14,TOMM34,Sgt,1
PD,fly,14,TAGLN,"Chd64, Mp20",6
PD,fly,14,SH2D1B,"CG6805, CG9784, Synj",20
PD,fly,14,SRPK1,SRPK,3
PD,fly,14,CNN2,"Chd64, Mp20",6
PD,fly,14,CUL2,Cul2,1
PD,fly,14,EPS15,Dap160,1
PD,fly,14,RBP1,fabp,4
PD,fly,14,TACC3,tacc,1
PD,fly,14,TARDBP,TBPH,98
PD,fly,14,CDC5L,Cdc5,2
PD,fly,14,FUS,caz,1
PD,fly,14,ILF2,CG5641,1
PD,fly,14,ST13,HIP-R,3
PD,fly,15,TH,ple,22
PD,fly,15,THRA,"EcR, Hr96",88
PD,fly,15,JUN,Jra,2
PD,fly,15,ARIH1,ari-1,2
PD,fly,15,CREM,"Atf6, CrebB",25
PD,fly,15,DNAJC12,Csp,1
PD,fly,15,CREB1,"Atf6, CrebB",25
PD,fly,15,RPS6KA5,S6k,1
PD,fly,16,EPHX1,"Jheh1, Jheh2, Jheh3",4
PD,fly,16,ATP13A2,SPoCk,12
PD,fly,16,HDAC6,HDAC6,2
PD,fly,17,GGA2,Gga,1
PD,fly,17,PTCH1,ptc,3
PD,fly,17,CD209,"CG14866, lectin-33A, lectin-46Ca",1
PD,fly,17,HSPA5,Hsc70-3,1
PD,fly,17,RPN2,OstDelta,1
PD,fly,17,ATP11A,CG31729,1
PD,fly,17,IRS2,chico,1
PD,fly,17,DDOST,Ost48,1
PD,fly,17,UBQLN1,Ubqn,1
PD,fly,17,RAB5C,Rab5,3
PD,fly,17,IGF2R,Lerp,1
PD,fly,17,PLK1,polo,1
PD,fly,17,SEC61A1,Sec61alpha,1
PD,fly,17,ABCE1,pix,1
PD,fly,17,SLC38A2,"CG13384, CG4991, CG7888",5
PD,fly,17,INPPL1,Synj,7
PD,fly,17,ESR1,ERR,22
PD,fly,17,CTSL,Swim,1
PD,fly,17,HSP90B1,Gp93,1
PD,fly,17,ATP11B,CG31729,1
PD,fly,17,ATP9A,CG31729,1
PD,fly,17,GGA1,Gga,1
PD,fly,17,HGF,"CG30287, CG30414",2
PD,fly,17,SNAP29,Snap29,1
PD,fly,17,HRAS,Ras85D,1
PD,fly,17,CLTCL1,Chc,1
PD,fly,17,GGA3,Gga,1
PD,fly,17,RAB30,Rab30,1
PD,fly,17,RAB7A,Rab7,2
PD,fly,17,IRS1,chico,1
PD,fly,17,GDI1,Gdi,4
PD,fly,17,RICTOR,rictor,4
PD,fly,17,TMEM230,CG2611,19
PD,fly,17,P4HB,Pdi,4
PD,fly,17,TMX1,Pdi,4
PD,fly,17,VPS13C,Vps13,5
PD,fly,18,RPS6KA1,S6k,1
PD,fly,18,PGR,ERR,22
PD,fly,18,KHDRBS2,"qkr58E-1, qkr58E-2",1
PD,fly,18,RPS6KA6,S6k,1
PD,fly,18,RPS6KA3,S6k,1
PD,fly,18,MAP2K2,Dsor1,2
PD,fly,18,FBP2,fbp,1
PD,fly,18,RPS6KA4,S6k,1
PD,fly,18,BTRC,slmb,2
PD,fly,18,RPS6KA2,S6k,1
PD,fly,18,TSC2,gig,5
PD,fly,18,MKNK2,Lk6,1
PD,fly,18,LZTS2,CG15365,1
PD,fly,18,TPD52,CG5174,2
PD,fly,18,RAB11A,Rab11,1
PD,fly,18,RARA,"EcR, Hr96",88
PD,fly,18,EYA4,eya,1
PD,fly,18,FBP1,fbp,1
PD,fly,18,MAPK3,"SRPK, nmo",15
PD,fly,18,MAPK1,rl,30
PD,fly,18,BIN1,Amph,1
PD,fly,18,USP7,Usp7,1
PD,fly,18,cic,cic,1
PD,fly,20,EIF2AK3,Wee1,15
PD,fly,21,FABP4,fabp,4
PD,fly,21,HGS,Hrs,1
PD,fly,21,Gnb2,Gbeta13F,1
PD,fly,21,MAPK9,"SRPK, nmo",15
PD,fly,21,RPS6KB1,S6k,1
PD,fly,21,RTN4,Rtnl1,1
PD,fly,21,PPP1CB,flw,2
PD,fly,21,EEF1D,eEF1delta,4
PD,fly,21,UBA52,RpL40,4
PD,fly,21,STX1A,Syx1A,2
PD,fly,21,ANXA2,AnxB9,1
PD,fly,21,CALU,scf,2
PD,fly,21,MAPK13,"SRPK, nmo",15
PD,fly,21,PSMC3,Rpt5,1
PD,fly,21,FXR1,Fmr1,2
PD,fly,21,GSK3A,sgg,1
PD,fly,21,RTN1,Rtnl1,1
PD,fly,21,CRABP2,fabp,4
PD,fly,21,TAGLN3,"Chd64, Mp20",6
PD,fly,21,GRK5,Gprk2,9
PD,fly,21,CRYAB,"CG14207, Hsp22, Hsp23, Hsp26, Hsp67Bc",5
PD,fly,21,PREP,CG5355,1
PD,fly,21,Dynll2,"Cdlc2, ctp",1
PD,fly,21,CALML5,CG13526,1
PD,fly,21,CAP1,capt,5
COVID,mouse,0,CD209,Cd209c,1
COVID,mouse,0,CFI,Cfi,1
COVID,mouse,0,PRNP,Prnp,1
COVID,mouse,0,ITGAM,Itgam,1
COVID,mouse,0,PZP,Mug2,1
COVID,mouse,0,MMP2,Mmp2,1
COVID,mouse,0,MAPT,Mapt,1
COVID,mouse,0,LRP8,Lrp8,1
COVID,mouse,0,APOE,Apoe,29
COVID,mouse,0,LONP1,Lonp1,1
COVID,mouse,0,KLK3,Klk1b27,1
COVID,mouse,0,C3,C3,11
COVID,mouse,0,ST13,St13,1
COVID,mouse,0,A2M,A2m,7
COVID,mouse,1,PCBP1,Pcbp1,1
COVID,mouse,1,ACE2,Ace2,5
COVID,mouse,1,HNRNPA0,Hnrnpa0,1
COVID,mouse,1,DHX9,Dhx9,1
COVID,mouse,1,ELAVL1,Elavl1,1
COVID,mouse,2,OS9,Os9,1
COVID,mouse,2,BSG,Bsg,16
COVID,mouse,2,KCNA3,Kcna3,1
COVID,mouse,2,EXOC4,Exoc4,1
COVID,mouse,3,TNFAIP3,Tnfaip3,2
COVID,mouse,3,TNFRSF1B,Tnfrsf1b,1
COVID,mouse,3,RIPK3,Ripk3,1
COVID,mouse,3,TRADD,Tradd,1
COVID,mouse,3,RIPK1,Ripk1,2
COVID,mouse,3,TBK1,Tbk1,1
COVID,mouse,3,TNF,Tnf,20
COVID,mouse,3,HNRNPD,Hnrnpd,3
COVID,mouse,3,RNF31,Rnf31,1
COVID,mouse,3,RHEB,Rheb,2
COVID,mouse,3,ZFP36,Zfp36,1
COVID,mouse,3,IKBKE,Ikbke,1
COVID,mouse,3,TNIP1,Tnip1,1
COVID,mouse,3,SHARPIN,Sharpin,1
COVID,mouse,3,TNFRSF1A,Tnfrsf1a,1
COVID,mouse,3,IKBKG,Ikbkg,1
COVID,mouse,4,THBS1,Thbs1,1
COVID,mouse,4,PLG,Plg,10
COVID,mouse,4,SERPINF2,Serpinf2,3
COVID,mouse,5,ICAM5,Icam5,9
COVID,mouse,5,OAS1,"Oas1a, Oas1b, Oas1d",3
COVID,mouse,6,MUC1,Muc1,1
COVID,mouse,6,CASP1,Casp1,1
COVID,mouse,6,IBTK,Ibtk,1
COVID,mouse,6,ARID3A,Arid3a,1
COVID,mouse,6,BLNK,Blnk,1
COVID,mouse,6,IL1B,Il1b,8
COVID,mouse,6,HCK,Hck,14
COVID,mouse,6,ERBB3,Erbb3,1
COVID,mouse,6,IKBKB,Ikbkb,1
COVID,mouse,6,CBL,Cbl,2
COVID,mouse,6,CASP8,Casp8,1
COVID,mouse,6,BTK,Btk,26
COVID,mouse,7,IFITM3,"Ifitm2, Ifitm3",10
COVID,mouse,7,AFG3L2,Afg3l2,1
COVID,mouse,7,VCP,Vcp,1
COVID,mouse,7,TGFBR1,Tgfbr1,1
COVID,mouse,7,TMPRSS4,Tmprss4,8
COVID,mouse,8,HTT,Htt,3
COVID,mouse,9,CRP,Crp,3
COVID,mouse,10,ACE,Ace,3
COVID,mouse,10,MYH9,Myh9,1
COVID,mouse,10,AGTR1,Agtr1a,3
COVID,mouse,12,UGCG,Ugcg,14
COVID,mouse,12,PLSCR1,Plscr1,2
COVID,mouse,12,HRG,Hrg,1
COVID,mouse,12,EGFR,Egfr,1
COVID,mouse,13,AGT,Agt,1
COVID,mouse,13,TMEM106B,Tmem106b,2
COVID,mouse,14,SDCBP,Sdcbp,1
COVID,mouse,14,LZTFL1,Lztfl1,8
COVID,mouse,15,SIRT1,Sirt1,1
COVID,mouse,15,NR2E1,Nr2e1,1
COVID,mouse,15,BCL11A,Bcl11a,5
COVID,mouse,18,CCL2,Ccl2,2
COVID,mouse,21,IFNAR2,Ifnar2,2
COVID,mouse,21,TYK2,Tyk2,7
COVID,yeast,8,ARFGEF1,MON2,1
COVID,yeast,8,ARFGEF2,MON2,1
COVID,yeast,8,ATP11A,NEO1,30
COVID,yeast,8,ATP11C,NEO1,30
COVID,fly,0,C4B,"Tep2, Tep3, Tep4",17
COVID,fly,0,CD209,"CG14866, lectin-33A, lectin-46Ca",1
COVID,fly,0,PZP,"Tep2, Tep3, Tep4",17
COVID,fly,0,KLK3,"CG31269, CG3916, CG4053, Send2",2
COVID,fly,0,C4A,"Tep2, Tep3, Tep4",17
COVID,fly,0,C3,"Tep2, Tep3, Tep4",17
COVID,fly,0,CLEC4M,"CG14866, lectin-33A, lectin-46Ca",1
COVID,fly,0,A2M,"Tep2, Tep3, Tep4",17
COVID,fly,0,CFTR,MRP,1
COVID,fly,1,TAGLN2,Mp20,1
COVID,fly,1,SEC61A1,Sec61alpha,1
COVID,fly,1,RPS15A,RpS15Ab,1
COVID,fly,2,BSG,Bsg,9
COVID,fly,2,SLC16A1,"Sln, out",1
COVID,fly,2,SLC16A4,"Sln, out",1
COVID,fly,2,PPA1,Nurf-38,1
COVID,fly,2,CAND2,Cand1,1
COVID,fly,7,ITGB1,mys,1
COVID,fly,7,RPN2,OstDelta,1
COVID,fly,7,DDOST,Ost48,1
COVID,fly,7,TMEM33,Kr-h2,1
COVID,fly,7,SPTLC1,Spt-I,1
COVID,fly,7,TECR,Sc2,1
COVID,fly,7,TMPRSS4,"CG31269, CG3916, CG4053, Send2",2
COVID,fly,8,PTCH1,ptc,1
COVID,fly,8,CLEC4E,"CG14866, lectin-33A, lectin-46Ca",1
COVID,fly,8,ATP11A,"CG31729, CG4301",29
COVID,fly,8,CLEC4D,"CG14866, lectin-33A, lectin-46Ca",1
COVID,fly,8,ATP11C,"CG31729, CG4301",29
COVID,fly,10,ATP2B4,PMCA,1
COVID,fly,11,KLK7,"CG31269, CG3916, CG4053, Send2",2
COVID,fly,12,PLSCR1,"scramb1, scramb2",10
BC,mouse,0,SNTB2,Sntb2,1
BC,mouse,0,ABCA1,Abca1,2
BC,mouse,0,SOWAHC,Sowahc,1
BC,mouse,0,TIAM1,Tiam1,1
BC,mouse,0,GJC1,Gjc1,1
BC,mouse,0,NGEF,Ngef,1
BC,mouse,0,NDUFA9,Ndufa9,1
BC,mouse,0,CIT,Cit,1
BC,mouse,0,PKN2,Pkn2,1
BC,mouse,0,MYOF,Myof,1
BC,mouse,0,GORASP2,Gorasp2,1
BC,mouse,0,RHOA,Rhoa,61
BC,mouse,0,NFKBIA,Nfkbia,1
BC,mouse,0,NUP85,Nup85,1
BC,mouse,0,ARHGAP10,Arhgap10,1
BC,mouse,0,ARHGDIA,Arhgdia,2
BC,mouse,0,TRIO,Trio,1
BC,mouse,0,RTKN,Rtkn,1
BC,mouse,0,ARHGEF18,Arhgef18,1
BC,mouse,0,ARHGAP1,Arhgap1,1
BC,mouse,0,ARHGAP35,Arhgap35,1
BC,mouse,0,COPS2,Cops2,2
BC,mouse,0,GTPBP4,Gtpbp4,1
BC,mouse,0,DGKQ,Dgkq,1
BC,mouse,0,TNFAIP1,Tnfaip1,1
BC,mouse,0,ARHGEF26,Arhgef26,1
BC,mouse,0,CPT1A,Cpt1a,1
